id,district,year_built,year_range
way/180814440,Altstadt,1895,1850-1950
way/180814441,Altstadt,1914,1850-1950
way/180814442,Altstadt,1859,1850-1950
way/180814443,Altstadt,1889,1850-1950
way/180814444,Altstadt,1909,1850-1950
way/180814446,Altstadt,1907,1850-1950
way/180814447,Altstadt,1854,1850-1950
way/180814449,Altstadt,1857,1850-1950
way/180814450,Altstadt,1897,1850-1950
way/180814451,Altstadt,1886,1850-1950
way/180814452,Altstadt,1859,1850-1950
way/180814453,Altstadt,1932,1850-1950
way/180814454,Altstadt,1861,1850-1950
way/180814456,Altstadt,1928,1850-1950
way/180814459,Altstadt,1926,1850-1950
way/180814460,Altstadt,1914,1850-1950
way/185963882,Altstadt,1899,1850-1950
way/185963883,Altstadt,1909,1850-1950
way/185963890,Altstadt,1924,1850-1950
way/186002581,Altstadt,1920,1850-1950
way/186003395,Altstadt,1944,1850-1950
way/186008876,Altstadt,1855,1850-1950
way/186312761,Altstadt,1907,1850-1950
way/186312762,Altstadt,1923,1850-1950
way/186312763,Altstadt,1933,1850-1950
way/186312764,Altstadt,1874,1850-1950
way/186312766,Altstadt,1891,1850-1950
way/4532022,Ehrenfeld,1958,1920-1980
way/9668956,Ehrenfeld,1950,1920-1980
way/9703454,Ehrenfeld,1952,1920-1980
way/10154135,Ehrenfeld,1929,1920-1980
way/16367389,Ehrenfeld,1923,1920-1980
way/23113718,Ehrenfeld,1948,1920-1980
way/23113726,Ehrenfeld,1926,1920-1980
way/23113727,Ehrenfeld,1971,1920-1980
way/23113728,Ehrenfeld,1977,1920-1980
way/23113729,Ehrenfeld,1973,1920-1980
way/23113730,Ehrenfeld,1941,1920-1980
way/23113731,Ehrenfeld,1965,1920-1980
way/23113732,Ehrenfeld,1925,1920-1980
way/23113733,Ehrenfeld,1952,1920-1980
way/23567654,Ehrenfeld,1961,1920-1980
way/23571714,Ehrenfeld,1931,1920-1980
way/23571761,Ehrenfeld,1922,1920-1980
way/23571959,Ehrenfeld,1935,1920-1980
way/23573781,Ehrenfeld,1965,1920-1980
way/23574173,Ehrenfeld,1948,1920-1980
way/23589910,Ehrenfeld,1948,1920-1980
way/23705181,Ehrenfeld,1953,1920-1980
way/23705183,Ehrenfeld,1953,1920-1980
way/23705184,Ehrenfeld,1959,1920-1980
way/23710167,Ehrenfeld,1930,1920-1980
way/24014911,Ehrenfeld,1943,1920-1980
way/24017666,Ehrenfeld,1943,1920-1980
way/24234937,Ehrenfeld,1978,1920-1980
way/24499812,Ehrenfeld,1938,1920-1980
way/25072211,Ehrenfeld,1944,1920-1980
way/25251424,Ehrenfeld,1946,1920-1980
way/25251590,Ehrenfeld,1969,1920-1980
way/25251834,Ehrenfeld,1941,1920-1980
way/25257556,Ehrenfeld,1963,1920-1980
way/25257557,Ehrenfeld,1958,1920-1980
way/25257618,Ehrenfeld,1923,1920-1980
way/25284355,Ehrenfeld,1970,1920-1980
way/25284393,Ehrenfeld,1960,1920-1980
way/25284438,Ehrenfeld,1961,1920-1980
way/25285806,Ehrenfeld,1941,1920-1980
way/25630459,Ehrenfeld,1924,1920-1980
way/25630463,Ehrenfeld,1941,1920-1980
way/25630493,Ehrenfeld,1926,1920-1980
way/25630514,Ehrenfeld,1955,1920-1980
way/25631090,Ehrenfeld,1963,1920-1980
way/25631096,Ehrenfeld,1944,1920-1980
way/25631149,Ehrenfeld,1938,1920-1980
way/25631233,Ehrenfeld,1936,1920-1980
way/25631327,Ehrenfeld,1966,1920-1980
way/26006639,Ehrenfeld,1974,1920-1980
way/26007039,Ehrenfeld,1962,1920-1980
way/26026814,Ehrenfeld,1978,1920-1980
way/26026822,Ehrenfeld,1958,1920-1980
way/26026836,Ehrenfeld,1975,1920-1980
way/26031071,Ehrenfeld,1929,1920-1980
way/26159335,Ehrenfeld,1941,1920-1980
way/26352126,Ehrenfeld,1925,1920-1980
way/26352154,Ehrenfeld,1957,1920-1980
way/26710143,Ehrenfeld,1962,1920-1980
way/26773518,Ehrenfeld,1929,1920-1980
way/26821799,Ehrenfeld,1978,1920-1980
way/26936040,Ehrenfeld,1942,1920-1980
way/26936152,Ehrenfeld,1939,1920-1980
way/26948855,Ehrenfeld,1961,1920-1980
way/26948856,Ehrenfeld,1964,1920-1980
way/26957316,Ehrenfeld,1962,1920-1980
way/26957602,Ehrenfeld,1945,1920-1980
way/26957741,Ehrenfeld,1928,1920-1980
way/26957742,Ehrenfeld,1958,1920-1980
way/26957743,Ehrenfeld,1965,1920-1980
way/26957744,Ehrenfeld,1980,1920-1980
way/26957745,Ehrenfeld,1925,1920-1980
way/26957848,Ehrenfeld,1939,1920-1980
way/26957849,Ehrenfeld,1955,1920-1980
way/26957853,Ehrenfeld,1944,1920-1980
way/26957865,Ehrenfeld,1961,1920-1980
way/26959796,Ehrenfeld,1970,1920-1980
way/27012197,Ehrenfeld,1941,1920-1980
way/27139100,Ehrenfeld,1972,1920-1980
way/27143400,Ehrenfeld,1928,1920-1980
way/27274393,Ehrenfeld,1962,1920-1980
way/27274396,Ehrenfeld,1964,1920-1980
way/27274408,Ehrenfeld,1973,1920-1980
way/27274443,Ehrenfeld,1980,1920-1980
way/27274518,Ehrenfeld,1967,1920-1980
way/27274660,Ehrenfeld,1963,1920-1980
way/27274745,Ehrenfeld,1978,1920-1980
way/27274753,Ehrenfeld,1953,1920-1980
way/27274756,Ehrenfeld,1925,1920-1980
way/27274759,Ehrenfeld,1961,1920-1980
way/27274761,Ehrenfeld,1962,1920-1980
way/27274764,Ehrenfeld,1947,1920-1980
way/27274766,Ehrenfeld,1952,1920-1980
way/27275283,Ehrenfeld,1943,1920-1980
way/27275728,Ehrenfeld,1921,1920-1980
way/27275729,Ehrenfeld,1943,1920-1980
way/27275730,Ehrenfeld,1939,1920-1980
way/27275731,Ehrenfeld,1931,1920-1980
way/27275732,Ehrenfeld,1980,1920-1980
way/27275734,Ehrenfeld,1933,1920-1980
way/27275736,Ehrenfeld,1941,1920-1980
way/27275739,Ehrenfeld,1980,1920-1980
way/27275740,Ehrenfeld,1969,1920-1980
way/27277295,Ehrenfeld,1951,1920-1980
way/27277296,Ehrenfeld,1932,1920-1980
way/27277297,Ehrenfeld,1934,1920-1980
way/27277355,Ehrenfeld,1928,1920-1980
way/27277356,Ehrenfeld,1929,1920-1980
way/27277357,Ehrenfeld,1924,1920-1980
way/27277454,Ehrenfeld,1938,1920-1980
way/27277462,Ehrenfeld,1974,1920-1980
way/27277464,Ehrenfeld,1970,1920-1980
way/27277934,Ehrenfeld,1926,1920-1980
way/27277936,Ehrenfeld,1952,1920-1980
way/27277939,Ehrenfeld,1969,1920-1980
way/27278063,Ehrenfeld,1954,1920-1980
way/27278741,Ehrenfeld,1973,1920-1980
way/27278864,Ehrenfeld,1967,1920-1980
way/27278865,Ehrenfeld,1976,1920-1980
way/27278867,Ehrenfeld,1953,1920-1980
way/27278868,Ehrenfeld,1922,1920-1980
way/27278877,Ehrenfeld,1962,1920-1980
way/27279176,Ehrenfeld,1941,1920-1980
way/27279177,Ehrenfeld,1976,1920-1980
way/27279178,Ehrenfeld,1969,1920-1980
way/27279179,Ehrenfeld,1959,1920-1980
way/27279180,Ehrenfeld,1928,1920-1980
way/27279181,Ehrenfeld,1958,1920-1980
way/27279182,Ehrenfeld,1944,1920-1980
way/27279183,Ehrenfeld,1929,1920-1980
way/27279204,Ehrenfeld,1930,1920-1980
way/27279205,Ehrenfeld,1931,1920-1980
way/27279206,Ehrenfeld,1973,1920-1980
way/27279208,Ehrenfeld,1964,1920-1980
way/27279443,Ehrenfeld,1969,1920-1980
way/27279444,Ehrenfeld,1959,1920-1980
way/27279484,Ehrenfeld,1971,1920-1980
way/27279485,Ehrenfeld,1977,1920-1980
way/27279486,Ehrenfeld,1930,1920-1980
way/27279487,Ehrenfeld,1966,1920-1980
way/27279512,Ehrenfeld,1948,1920-1980
way/27281942,Ehrenfeld,1922,1920-1980
way/27283079,Ehrenfeld,1946,1920-1980
way/27567143,Ehrenfeld,1943,1920-1980
way/27614514,Ehrenfeld,1963,1920-1980
way/27736714,Ehrenfeld,1966,1920-1980
way/27776689,Ehrenfeld,1935,1920-1980
way/27776690,Ehrenfeld,1948,1920-1980
way/27776691,Ehrenfeld,1959,1920-1980
way/27777290,Ehrenfeld,1938,1920-1980
way/27780576,Ehrenfeld,1968,1920-1980
way/27780621,Ehrenfeld,1967,1920-1980
way/27780622,Ehrenfeld,1970,1920-1980
way/27878171,Ehrenfeld,1948,1920-1980
way/27878172,Ehrenfeld,1934,1920-1980
way/27878173,Ehrenfeld,1954,1920-1980
way/27878390,Ehrenfeld,1935,1920-1980
way/27878391,Ehrenfeld,1939,1920-1980
way/27878392,Ehrenfeld,1971,1920-1980
way/27879920,Ehrenfeld,1970,1920-1980
way/27881347,Ehrenfeld,1950,1920-1980
way/27881348,Ehrenfeld,1977,1920-1980
way/27881349,Ehrenfeld,1973,1920-1980
way/27881350,Ehrenfeld,1932,1920-1980
way/27881352,Ehrenfeld,1943,1920-1980
way/27881355,Ehrenfeld,1963,1920-1980
way/27881361,Ehrenfeld,1980,1920-1980
way/28265593,Ehrenfeld,1956,1920-1980
way/28431132,Ehrenfeld,1948,1920-1980
way/28431145,Ehrenfeld,1949,1920-1980
way/28431710,Ehrenfeld,1969,1920-1980
way/28491295,Ehrenfeld,1938,1920-1980
way/28510144,Ehrenfeld,1969,1920-1980
way/28510250,Ehrenfeld,1944,1920-1980
way/28510251,Ehrenfeld,1952,1920-1980
way/28510252,Ehrenfeld,1953,1920-1980
way/28510254,Ehrenfeld,1946,1920-1980
way/28511389,Ehrenfeld,1930,1920-1980
way/28511877,Ehrenfeld,1972,1920-1980
way/28524686,Ehrenfeld,1932,1920-1980
way/28525026,Ehrenfeld,1971,1920-1980
way/28629741,Ehrenfeld,1958,1920-1980
way/28684078,Ehrenfeld,1928,1920-1980
way/28684086,Ehrenfeld,1975,1920-1980
way/28691869,Ehrenfeld,1936,1920-1980
way/28691876,Ehrenfeld,1923,1920-1980
way/28691977,Ehrenfeld,1961,1920-1980
way/28699994,Ehrenfeld,1950,1920-1980
way/28700719,Ehrenfeld,1975,1920-1980
way/28700742,Ehrenfeld,1943,1920-1980
way/28700837,Ehrenfeld,1955,1920-1980
way/28700902,Ehrenfeld,1979,1920-1980
way/28700967,Ehrenfeld,1926,1920-1980
way/28700968,Ehrenfeld,1965,1920-1980
way/28701208,Ehrenfeld,1974,1920-1980
way/28701221,Ehrenfeld,1953,1920-1980
way/28701245,Ehrenfeld,1974,1920-1980
way/28701285,Ehrenfeld,1927,1920-1980
way/28786695,Ehrenfeld,1938,1920-1980
way/28947578,Ehrenfeld,1925,1920-1980
way/28947683,Ehrenfeld,1968,1920-1980
way/28953465,Ehrenfeld,1930,1920-1980
way/28953466,Ehrenfeld,1937,1920-1980
way/28957664,Ehrenfeld,1948,1920-1980
way/29096518,Ehrenfeld,1977,1920-1980
way/29103208,Ehrenfeld,1952,1920-1980
way/29111104,Ehrenfeld,1929,1920-1980
way/29139315,Ehrenfeld,1973,1920-1980
way/29139357,Ehrenfeld,1947,1920-1980
way/29139358,Ehrenfeld,1925,1920-1980
way/29139915,Ehrenfeld,1980,1920-1980
way/29139920,Ehrenfeld,1978,1920-1980
way/29141510,Ehrenfeld,1934,1920-1980
way/29141515,Ehrenfeld,1972,1920-1980
way/29141517,Ehrenfeld,1948,1920-1980
way/29142267,Ehrenfeld,1976,1920-1980
way/29142268,Ehrenfeld,1942,1920-1980
way/29142269,Ehrenfeld,1979,1920-1980
way/29142271,Ehrenfeld,1921,1920-1980
way/29142272,Ehrenfeld,1946,1920-1980
way/29142273,Ehrenfeld,1923,1920-1980
way/29142274,Ehrenfeld,1945,1920-1980
way/29207390,Ehrenfeld,1952,1920-1980
way/29207812,Ehrenfeld,1943,1920-1980
way/29207815,Ehrenfeld,1935,1920-1980
way/29207816,Ehrenfeld,1944,1920-1980
way/29268206,Ehrenfeld,1925,1920-1980
way/29268516,Ehrenfeld,1943,1920-1980
way/29268870,Ehrenfeld,1934,1920-1980
way/29269197,Ehrenfeld,1921,1920-1980
way/29269340,Ehrenfeld,1940,1920-1980
way/29269385,Ehrenfeld,1979,1920-1980
way/29269629,Ehrenfeld,1926,1920-1980
way/29269630,Ehrenfeld,1973,1920-1980
way/29398622,Ehrenfeld,1965,1920-1980
way/29401013,Ehrenfeld,1961,1920-1980
way/30074758,Ehrenfeld,1941,1920-1980
way/30074760,Ehrenfeld,1970,1920-1980
way/30074761,Ehrenfeld,1929,1920-1980
way/30074762,Ehrenfeld,1928,1920-1980
way/30161399,Ehrenfeld,1922,1920-1980
way/30161488,Ehrenfeld,1938,1920-1980
way/30161789,Ehrenfeld,1978,1920-1980
way/30167008,Ehrenfeld,1973,1920-1980
way/30167009,Ehrenfeld,1950,1920-1980
way/30269535,Ehrenfeld,1964,1920-1980
way/30270427,Ehrenfeld,1973,1920-1980
way/30274196,Ehrenfeld,1928,1920-1980
way/30387957,Ehrenfeld,1968,1920-1980
way/30392474,Ehrenfeld,1965,1920-1980
way/30392555,Ehrenfeld,1950,1920-1980
way/30482607,Ehrenfeld,1948,1920-1980
way/30485892,Ehrenfeld,1959,1920-1980
way/30485895,Ehrenfeld,1920,1920-1980
way/30486200,Ehrenfeld,1977,1920-1980
way/30486566,Ehrenfeld,1925,1920-1980
way/30603080,Ehrenfeld,1921,1920-1980
way/30771678,Ehrenfeld,1936,1920-1980
way/30771681,Ehrenfeld,1933,1920-1980
way/30771685,Ehrenfeld,1973,1920-1980
way/30771686,Ehrenfeld,1929,1920-1980
way/30771687,Ehrenfeld,1955,1920-1980
way/30771688,Ehrenfeld,1980,1920-1980
way/30771769,Ehrenfeld,1966,1920-1980
way/30778415,Ehrenfeld,1958,1920-1980
way/30778419,Ehrenfeld,1953,1920-1980
way/30778421,Ehrenfeld,1947,1920-1980
way/30778424,Ehrenfeld,1927,1920-1980
way/30778426,Ehrenfeld,1969,1920-1980
way/31290620,Ehrenfeld,1938,1920-1980
way/31290621,Ehrenfeld,1935,1920-1980
way/31290622,Ehrenfeld,1939,1920-1980
way/31290799,Ehrenfeld,1927,1920-1980
way/31290895,Ehrenfeld,1923,1920-1980
way/31291569,Ehrenfeld,1935,1920-1980
way/31291570,Ehrenfeld,1946,1920-1980
way/31415070,Ehrenfeld,1960,1920-1980
way/31415072,Ehrenfeld,1970,1920-1980
way/31510236,Ehrenfeld,1959,1920-1980
way/31510237,Ehrenfeld,1949,1920-1980
way/31510483,Ehrenfeld,1924,1920-1980
way/31511074,Ehrenfeld,1927,1920-1980
way/31554563,Ehrenfeld,1973,1920-1980
way/31566393,Ehrenfeld,1977,1920-1980
way/31590018,Ehrenfeld,1951,1920-1980
way/31720372,Ehrenfeld,1958,1920-1980
way/31720721,Ehrenfeld,1954,1920-1980
way/32025738,Ehrenfeld,1921,1920-1980
way/32206388,Ehrenfeld,1960,1920-1980
way/32206389,Ehrenfeld,1952,1920-1980
way/32206390,Ehrenfeld,1956,1920-1980
way/32276085,Ehrenfeld,1935,1920-1980
way/32276087,Ehrenfeld,1965,1920-1980
way/32697536,Ehrenfeld,1929,1920-1980
way/32697537,Ehrenfeld,1938,1920-1980
way/32697538,Ehrenfeld,1947,1920-1980
way/32697539,Ehrenfeld,1920,1920-1980
way/32697540,Ehrenfeld,1959,1920-1980
way/32697541,Ehrenfeld,1942,1920-1980
way/32697542,Ehrenfeld,1935,1920-1980
way/32697563,Ehrenfeld,1956,1920-1980
way/32697739,Ehrenfeld,1946,1920-1980
way/32697745,Ehrenfeld,1931,1920-1980
way/32697746,Ehrenfeld,1962,1920-1980
way/32697754,Ehrenfeld,1962,1920-1980
way/32699181,Ehrenfeld,1925,1920-1980
way/32699182,Ehrenfeld,1953,1920-1980
way/32699183,Ehrenfeld,1943,1920-1980
way/32699184,Ehrenfeld,1924,1920-1980
way/32699185,Ehrenfeld,1953,1920-1980
way/32699186,Ehrenfeld,1954,1920-1980
way/32699188,Ehrenfeld,1952,1920-1980
way/32699189,Ehrenfeld,1970,1920-1980
way/32699190,Ehrenfeld,1952,1920-1980
way/32699192,Ehrenfeld,1955,1920-1980
way/32699449,Ehrenfeld,1921,1920-1980
way/32699450,Ehrenfeld,1944,1920-1980
way/32699451,Ehrenfeld,1975,1920-1980
way/32699452,Ehrenfeld,1950,1920-1980
way/32699453,Ehrenfeld,1922,1920-1980
way/32719651,Ehrenfeld,1960,1920-1980
way/32719660,Ehrenfeld,1944,1920-1980
way/32719689,Ehrenfeld,1943,1920-1980
way/32876247,Ehrenfeld,1936,1920-1980
way/32949877,Ehrenfeld,1967,1920-1980
way/32949878,Ehrenfeld,1921,1920-1980
way/33173247,Ehrenfeld,1942,1920-1980
way/33173248,Ehrenfeld,1970,1920-1980
way/33173249,Ehrenfeld,1924,1920-1980
way/33173250,Ehrenfeld,1942,1920-1980
way/33173251,Ehrenfeld,1935,1920-1980
way/33173252,Ehrenfeld,1966,1920-1980
way/33173253,Ehrenfeld,1962,1920-1980
way/33173254,Ehrenfeld,1960,1920-1980
way/33173255,Ehrenfeld,1926,1920-1980
way/33173256,Ehrenfeld,1969,1920-1980
way/33173257,Ehrenfeld,1957,1920-1980
way/33173259,Ehrenfeld,1967,1920-1980
way/33173260,Ehrenfeld,1968,1920-1980
way/33173261,Ehrenfeld,1941,1920-1980
way/33173262,Ehrenfeld,1928,1920-1980
way/33173263,Ehrenfeld,1922,1920-1980
way/33174712,Ehrenfeld,1942,1920-1980
way/33174713,Ehrenfeld,1954,1920-1980
way/33174714,Ehrenfeld,1941,1920-1980
way/33174852,Ehrenfeld,1972,1920-1980
way/33174970,Ehrenfeld,1961,1920-1980
way/33175041,Ehrenfeld,1931,1920-1980
way/33175042,Ehrenfeld,1973,1920-1980
way/33175188,Ehrenfeld,1969,1920-1980
way/33176815,Ehrenfeld,1963,1920-1980
way/33203619,Ehrenfeld,1949,1920-1980
way/33814456,Ehrenfeld,1964,1920-1980
way/33814457,Ehrenfeld,1950,1920-1980
way/33814458,Ehrenfeld,1960,1920-1980
way/33814459,Ehrenfeld,1931,1920-1980
way/33814460,Ehrenfeld,1971,1920-1980
way/33814462,Ehrenfeld,1928,1920-1980
way/33814464,Ehrenfeld,1924,1920-1980
way/33814887,Ehrenfeld,1965,1920-1980
way/33814890,Ehrenfeld,1969,1920-1980
way/33814891,Ehrenfeld,1980,1920-1980
way/33816733,Ehrenfeld,1949,1920-1980
way/33816734,Ehrenfeld,1922,1920-1980
way/33816736,Ehrenfeld,1938,1920-1980
way/33816737,Ehrenfeld,1932,1920-1980
way/33816739,Ehrenfeld,1922,1920-1980
way/33816740,Ehrenfeld,1970,1920-1980
way/33816741,Ehrenfeld,1932,1920-1980
way/33816743,Ehrenfeld,1976,1920-1980
way/33816744,Ehrenfeld,1922,1920-1980
way/33816745,Ehrenfeld,1940,1920-1980
way/33816747,Ehrenfeld,1979,1920-1980
way/33816748,Ehrenfeld,1939,1920-1980
way/33816749,Ehrenfeld,1952,1920-1980
way/33816750,Ehrenfeld,1945,1920-1980
way/33817595,Ehrenfeld,1972,1920-1980
way/33853609,Ehrenfeld,1954,1920-1980
way/33853848,Ehrenfeld,1950,1920-1980
way/33853849,Ehrenfeld,1936,1920-1980
way/33853850,Ehrenfeld,1922,1920-1980
way/33854273,Ehrenfeld,1968,1920-1980
way/33854274,Ehrenfeld,1961,1920-1980
way/33854275,Ehrenfeld,1932,1920-1980
way/33854276,Ehrenfeld,1938,1920-1980
way/33854885,Ehrenfeld,1942,1920-1980
way/33854887,Ehrenfeld,1975,1920-1980
way/33854888,Ehrenfeld,1969,1920-1980
way/33855171,Ehrenfeld,1923,1920-1980
way/34128473,Ehrenfeld,1975,1920-1980
way/34128474,Ehrenfeld,1961,1920-1980
way/34128475,Ehrenfeld,1941,1920-1980
way/34128479,Ehrenfeld,1937,1920-1980
way/34128480,Ehrenfeld,1927,1920-1980
way/34128481,Ehrenfeld,1971,1920-1980
way/34128579,Ehrenfeld,1943,1920-1980
way/34128584,Ehrenfeld,1947,1920-1980
way/34128585,Ehrenfeld,1976,1920-1980
way/34128586,Ehrenfeld,1945,1920-1980
way/34128587,Ehrenfeld,1967,1920-1980
way/34128588,Ehrenfeld,1948,1920-1980
way/34128589,Ehrenfeld,1977,1920-1980
way/34128590,Ehrenfeld,1944,1920-1980
way/34128591,Ehrenfeld,1941,1920-1980
way/34128751,Ehrenfeld,1931,1920-1980
way/34158722,Ehrenfeld,1951,1920-1980
way/34158723,Ehrenfeld,1964,1920-1980
way/34158770,Ehrenfeld,1951,1920-1980
way/34158771,Ehrenfeld,1943,1920-1980
way/34417624,Ehrenfeld,1979,1920-1980
way/34417625,Ehrenfeld,1971,1920-1980
way/34499732,Ehrenfeld,1953,1920-1980
way/34499734,Ehrenfeld,1937,1920-1980
way/34499739,Ehrenfeld,1971,1920-1980
way/34499741,Ehrenfeld,1925,1920-1980
way/34499743,Ehrenfeld,1966,1920-1980
way/34499745,Ehrenfeld,1947,1920-1980
way/34499747,Ehrenfeld,1925,1920-1980
way/34501238,Ehrenfeld,1947,1920-1980
way/34501239,Ehrenfeld,1958,1920-1980
way/34501240,Ehrenfeld,1972,1920-1980
way/34501241,Ehrenfeld,1931,1920-1980
way/34501242,Ehrenfeld,1954,1920-1980
way/35095910,Ehrenfeld,1938,1920-1980
way/35139000,Ehrenfeld,1940,1920-1980
way/35139001,Ehrenfeld,1926,1920-1980
way/35139383,Ehrenfeld,1925,1920-1980
way/35140020,Ehrenfeld,1940,1920-1980
way/35140021,Ehrenfeld,1962,1920-1980
way/35449630,Ehrenfeld,1938,1920-1980
way/35449631,Ehrenfeld,1939,1920-1980
way/35813495,Ehrenfeld,1948,1920-1980
way/35813497,Ehrenfeld,1958,1920-1980
way/35813498,Ehrenfeld,1965,1920-1980
way/35813767,Ehrenfeld,1947,1920-1980
way/35813768,Ehrenfeld,1930,1920-1980
way/35814202,Ehrenfeld,1964,1920-1980
way/35814203,Ehrenfeld,1948,1920-1980
way/35814204,Ehrenfeld,1942,1920-1980
way/35814205,Ehrenfeld,1948,1920-1980
way/35814206,Ehrenfeld,1922,1920-1980
way/35814207,Ehrenfeld,1966,1920-1980
way/35814208,Ehrenfeld,1975,1920-1980
way/35815118,Ehrenfeld,1978,1920-1980
way/35815120,Ehrenfeld,1942,1920-1980
way/35815121,Ehrenfeld,1959,1920-1980
way/35815122,Ehrenfeld,1947,1920-1980
way/35815123,Ehrenfeld,1937,1920-1980
way/35815124,Ehrenfeld,1960,1920-1980
way/35815262,Ehrenfeld,1970,1920-1980
way/35815739,Ehrenfeld,1980,1920-1980
way/35815740,Ehrenfeld,1923,1920-1980
way/35815741,Ehrenfeld,1924,1920-1980
way/35815742,Ehrenfeld,1962,1920-1980
way/35815743,Ehrenfeld,1960,1920-1980
way/35815744,Ehrenfeld,1945,1920-1980
way/35815745,Ehrenfeld,1943,1920-1980
way/35815746,Ehrenfeld,1952,1920-1980
way/35815917,Ehrenfeld,1971,1920-1980
way/35815918,Ehrenfeld,1967,1920-1980
way/35815919,Ehrenfeld,1963,1920-1980
